match_id,match_date,home,away,home_poss,away_poss,home_manager,home_gender,home_date,home_city,home_style,home_tactics,away_manager,away_gender,away_date,away_city,away_style,away_tactics,venue,attendance,city,referee,ar1,ar2,fourth,var,league,gender,season,referee_cert,ar1_cert,ar2_cert,fourth_cert,var_cert
054867fe,2021-11-21 14:00,Getafe,Cádiz,47.0,53.0,Quique Flores,Male,02/23/1965,"Madrid, España",Pragmático,4-2-3-1,Álvaro Cervera,Male,11/20/1965,"Madrid, España",Defensivo,4-2-3-1,Coliseum Alfonso Pérez,8825.0,"Getafe, España",Ricardo de Burgos,Roberto Díaz Pérez,Jon Núnez,Gorka Etayo Herrera,José González,La Liga,Male,2021-2022,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
057cd114,2022-09-04 14:00,FC Andorra,Granada,58.0,42.0,Eder Sarabia,Male,11/23/1980,"Barcelona, España",Táctico,4-2-3-1,Karanka,Male,09/23/1973,"Vitoria, España",Defensivo,4-4-2,Estadi Comunal d'Andorra la Vella,2720.0,"Andorra la Vella, Andorra",Raúl González,Francisco Arencibia,Christian Valverde,Sergio Escriche,Iñaki Bikandi,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
05868134,2023-05-13 18:30,Granada,Lugo,55.0,45.0,Paco López,Male,06/01/1967,"Silla, España",Ofensivo,4-3-3,Íñigo Vélez,Male,03/14/1988,"Getxo, España",Desarrollo Juvenil,4-3-3,Estadio Nuevo Los Cármenes,16300.0,"Granada, España",Oliver De La Fuente,Daniel Pescador,Samuel García,Sergio Escriche,Víctor Areces,Segunda División,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,,UEFA Pro Referee License
058c86cf,2022-10-09 18:30,Real Sociedad,Villarreal,60.0,40.0,Imanol Alguacil,Male,04/22/1971,"Orio, España",Ofensivo,4-3-3,Unai Emery,Male,11/03/1971,"Hondarribia, España",Pragmático,4-2-3-1,Reale Arena,32689.0,"San Sebastián, España",César Soto,Rubén Becerril,Dieg Aguado,Fernando Román,Ignacio Iglesias,La Liga,Male,2022-2023,UEFA Pro Referee License,,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
05df662a,2023-01-28 16:15,Girona,Barcelona,41.0,59.0,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Estadi Municipal de Montilivi,13402.0,"Girona, España",Alejandro Muñíz,Ignacio Alonso,Fabián Blanco,David Cambronero,José Luis Munuera,La Liga,Male,2022-2023,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
05e737a4,2021-10-03 17:15,Las Palmas,Cartagena,57.0,43.0,Pepe Mel,Male,02/28/1963,"Madrid, España",Defensivo,4-4-2,Luis Carrión,Male,07/26/1978,"Barcelona, España",Pragmático,4-4-2,Estadio de Gran Canaria,11873.0,"Las Palmas de Gran Canaria, España",Oliver De La Fuente,Daniel Pescador,Samuel García,Francisco Sáez Vital,Dámaso Arcediano,Segunda División,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
06038236,2021-12-31 16:15,Eibar,Real Sociedad B,56.0,44.0,Gaizka Garitano,Male,07/09/1975,"Bergara, España",Defensivo,4-2-3-1,Xabi Alonso,Male,11/25/1981,"Tolosa, España",Táctico,4-2-3-1,Estadio Municipal de Ipurúa,4105.0,"Eibar, España",Oliver De La Fuente,Daniel Pescador,Francisco García,José Pardeiro,Dámaso Arcediano,Segunda División,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
060d550f,2021-10-21 18:45,Almería,Real Sociedad B,52.0,48.0,Rubí,Male,08/05/1970,"Vilasar de Mar, España",Táctico,4-2-3-1,Xabi Alonso,Male,11/25/1981,"Tolosa, España",Táctico,4-2-3-1,Estadio de los Juegos Mediterráneos,7697.0,"Almería, España",Javier Villanueva,Enrique Ramos,Ricardo Landrove,Sergio Escriche,Rafael Sánchez,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
06120109,2024-01-27 18:30,Barcelona,Villarreal,70.0,30.0,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Marcelino,Male,08/14/1965,"Villaviciosa, España",Ofensivo,4-4-2,Estadi Olímpic Lluís Companys,46229.0,"Barcelona, España",José Luis Munuera,Iñigo Prieto,Antonio Martínez,Manuel Camacho,Santiago Jaime,La Liga,Male,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,FIFA Elite Referee Certification
064afba2,2023-12-03 18:30,CD Mirandés,Racing Sant,52.0,48.0,Alessio Lisci,Male,11/24/1974,"Livorno, Italia",Táctico,4-2-3-1,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Estadio Municipal de Anduva,3527.0,"Miranda de Ebro, España",Rubén Ávalos,Brian Valencia,Fernando Estela,Alonso De Ena Wolf,David Gálvez,Segunda División,Male,2023-2024,AFC Master Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
0665a24f,2022-10-02 21:00,Real Madrid,Osasuna,64.0,36.0,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Estadio Santiago Bernabéu,55410.0,"Madrid, España",Guillermo Cuadra,Diego Barbero,Fernando Tresaco Escabosa,Luis Bestard Servera,Xavi Estrada,La Liga,Male,2022-2023,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation
06721bb2,2024-01-19 21:00,Alavés,Cádiz,49.0,51.0,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Sergio,Male,03/10/1975,"Oviedo, España",Pragmático,4-2-3-1,Estadio de Mendizorroza,15838.0,"Vitoria-Gasteiz, España",Alejandro Muñíz,Eliana Fernández,Fabián Blanco,Jaime Ruiz,Valentín Pizarro,La Liga,Male,2023-2024,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,FIFA Elite Referee Certification
0676697b,2022-05-01 14:00,Elche,Osasuna,57.0,43.0,Francisco,Male,10/06/1979,"Salamanca, España",Táctico,4-4-2,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Estadio Manuel Martínez Valero,16305.0,"Elche, España",Carlos del Cerro,Juan Carlos Yuste,Gonzalo García,Víctor Pérez,Guillermo Cuadra,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,,FIFA Elite Referee Certification,FIFA Elite Referee Certification
0681349c,2023-01-30 21:00,Villarreal,Rayo Vallecano,62.0,38.0,Quique Setién,Male,09/27/1958,"Santander, España",Táctico,4-3-3,Andoni Iraola,Male,06/22/1982,"Getxo, España",Ofensivo,4-3-3,Estadio de la Cerámica,14378.0,"Villarreal, España",Juan Pulido,José Escuela,Eliana Fernández,Antonio Soláns,Xavi Estrada,La Liga,Male,2022-2023,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification
06840a85,2023-04-26 22:00,Rayo Vallecano,Barcelona,40.0,60.0,Andoni Iraola,Male,06/22/1982,"Getxo, España",Ofensivo,4-3-3,Xavi,Male,01/25/1980,"Terrassa, España",Desarrollo Juvenil,4-3-3,Estadio del Rayo Vallecano,13657.0,"Madrid, España",Jesús Gil,Ángel Nevado,Javier Martínez,Aimar Velasco,José González,La Liga,Male,2022-2023,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification
068d3cc4,2022-12-03 16:00,Athletic Club,Madrid CFF,55.0,45.0,Iraia Iturregi,Female,07/24/1976,"Bilbao, España",Táctico,4-3-3,María Pry,Female,07/02/1985,"San Sebastián, España",Desarrollo Juvenil,4-2-3-1,Estadio Santa María de Lezama,,"Bilbao, España",Xiomara Díaz García,Sandro Silva,Ruben Schaken,Josefa Sánchez Gómez,,Liga F,Female,2022-2023,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
0691278f,2023-04-16 14:00,Girona,Elche,49.0,51.0,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Sebastián Becaccece,Male,01/01/1981,"Rosario, Argentina",Táctico,4-3-3,Estadi Municipal de Montilivi,11114.0,"Girona, España",Jorge Figueroa,Álvaro Carreño,Aitor Villate,Antonio Soláns,José Sánchez,La Liga,Male,2022-2023,,UEFA Pro Referee License,FIFA Elite Referee Certification,AFC Master Referee Certification,UEFA Pro Referee License
069f9f40,2022-10-01 18:30,Sevilla,Atlético Madrid,60.0,40.0,Lopetegui,Male,08/28/1966,"Asteasu, España",Táctico,4-3-3,Diego Simeone,Male,04/28/1970,"Buenos Aires, Argentina",Defensivo,4-4-2,Estadio Ramón Sánchez Pizjuán,37754.0,"Sevilla, España",Ricardo de Burgos,Roberto Díaz Pérez,Jon Núnez,Aimar Velasco,José González,La Liga,Male,2022-2023,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
06a11cca,2024-01-28 12:00,Levante,Granada,66.0,34.0,José Luis Sánchez Vera,Male,08/04/1958,"Madrid, España",Táctico,4-2-3-1,Roger Lamesa Grau,Male,06/05/1982,"Barcelona, España",Ofensivo,4-3-3,Ciudad Deportiva de Buñol - Campo 1,,"Buñol, España",Elena Peláez Arnillas,,,Alba Arija Asín,,Liga F,Female,2023-2024,AFC Master Referee Certification,,FIFA Elite Referee Certification,UEFA Pro Referee License,
06b2071d,2023-02-05 14:00,Villarreal B,Granada,59.0,41.0,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Paco López,Male,06/01/1967,"Silla, España",Ofensivo,4-3-3,Estadio de la Cerámica,2255.0,"Villarreal, España",Raúl González,Francisco Arencibia,Christian Valverde,Gonzalo Romero,David Gálvez,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,AFC Master Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
06b91709,2022-10-16 21:00,Cartagena,Ibiza,56.0,44.0,Luis Carrión,Male,07/26/1978,"Barcelona, España",Pragmático,4-4-2,Javier Baraja,Male,07/12/1978,"San Sebastián, España",Ofensivo,4-3-3,Estadio Municipal Cartagonova,7260.0,"Cartagena, España",Dámaso Arcediano,Marcos Cerdán Aguilar,Adrián Díaz,José Antonio Sánchez,David Pérez,Segunda División,Male,2022-2023,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
06bb7e90,2023-12-09 14:00,Alavés,Las Palmas,41.0,59.0,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,García Pimienta,Male,08/01/1974,"Barcelona, España",Desarrollo Juvenil,4-3-3,Estadio de Mendizorroza,15971.0,"Vitoria-Gasteiz, España",José Luis Munuera,Iñigo Prieto,Antonio Martínez,Armando Ramo Andrés,Valentín Pizarro,La Liga,Male,2023-2024,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,
06c5585c,2021-11-07 14:00,Alcorcón,Amorebieta,61.0,39.0,Fran Fernández,Male,03/03/1981,"Salamanca, España",Defensivo,4-4-2,Íñigo Vélez,Male,03/14/1988,"Getxo, España",Desarrollo Juvenil,4-3-3,Estadio Santo Domingo,1147.0,"Alcorcón, España",Saúl Ais,Marcos Saenén,Rubén Campo Hernández,Germán Cid Camacho,David Pérez,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
06cd78cc,2022-03-12 18:15,Almería,Lugo,63.0,37.0,Rubí,Male,08/05/1970,"Vilasar de Mar, España",Táctico,4-2-3-1,Rubén Albés,Male,08/07/1985,"Girona, España",Táctico,4-3-3,Estadio de los Juegos Mediterráneos,10053.0,"Almería, España",Juan Pulido,Francisco Arencibia,Josep Bordoy,Manuel Orellana,David Gálvez,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
06e76166,2023-11-18 18:30,Eibar,Sporting Huelva,53.0,47.0,Yerai Martín,Male,09/19/1983,"Las Palmas de Gran Canaria, España",Pragmático,4-3-3,Antonio Toledo,Male,08/27/1984,"Valencia, España",Defensivo,4-2-3-1,Estadio Municipal de Ipurúa,,"Eibar, España",Alicia Espinosa Ríos,,,Patricia Gómez Gómez,,Liga F,Female,2023-2024,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
070ee4fe,2021-10-02 21:00,Alcorcón,Real Sociedad B,63.0,37.0,Jorge Romero,Male,08/11/1976,"Zaragoza, España",Táctico,4-2-3-1,Xabi Alonso,Male,11/25/1981,"Tolosa, España",Táctico,4-2-3-1,Estadio Santo Domingo,1357.0,"Alcorcón, España",Rafael Sánchez,Sergi López,Javier Garrido Concha,Rubén Ruipérez,Daniel Ocón,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
0716e464,2023-10-28 18:30,Sporting Gijón,Espanyol,39.0,61.0,Miguel Ángel Ramírez,Male,07/10/1984,"Las Palmas de Gran Canaria, España",Ofensivo,4-3-3,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Estadio Municipal El Molinón,19951.0,"Gijón, España",Adrián Cordero,Gonzalo López,Ion Rodríguez Portela,Holgueras Castellanos,Gorka Sagues,Segunda División,Male,2023-2024,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification
071d7cee,2022-01-30 14:00,Leganés,Alcorcón,60.0,40.0,Mehdi Nafti,Male,11/28/1978,"Marseille, Francia",Táctico,4-2-3-1,Fran Fernández,Male,03/03/1981,"Salamanca, España",Defensivo,4-4-2,Estadio Municipal de Butarque,7341.0,"Leganés, España",Iosu Galech,Álvaro Granel,Ion Rodríguez Portela,Andrés Fuentes,Aitor Gorostegui,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
073803fe,2022-10-15 18:30,Huesca,Racing Sant,58.0,42.0,Cuco Ziganda,Male,10/01/1966,"Larraintzar, España",Defensivo,4-4-2,Guillermo Fernández,Male,07/10/1982,"Madrid, España",Pragmático,4-4-2,Estadio El Alcoraz,6424.0,"Huesca, España",Francisco Hernández,Judit Romano,Álvaro González Narváez,Gonzalo Romero,Gorka Sagues,Segunda División,Male,2022-2023,UEFA Pro Referee License,AFC Master Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,
075083bd,2023-08-11 19:00,Amorebieta,Levante,42.0,58.0,Haritz Mújika,Male,02/28/1983,"Zarautz, España",Táctico,4-2-3-1,Javier Calleja,Male,05/12/1978,"Madrid, España",Ofensivo,4-3-3,Instalaciones de Lezama Campo 2,1297.0,"Lezama, España",Dámaso Arcediano,Marcos Cerdán Aguilar,Adrián Díaz,Imanol Irurtzun Artola,José López,Segunda División,Male,2023-2024,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification
07575f78,2023-11-12 21:00,Eibar,Albacete,57.0,43.0,Joseba Etxeberria,Male,09/05/1977,"Elgoibar, España",Ofensivo,4-3-3,Rubén Albés,Male,08/07/1985,"Girona, España",Táctico,4-3-3,Estadio Municipal de Ipurúa,4543.0,"Eibar, España",Saúl Ais,Marcos Saenén,Rubén Campo Hernández,Alejandro Morilla,Iosu Galech,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
075bb9fd,2023-03-13 21:00,Racing Sant,Huesca,64.0,36.0,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Cuco Ziganda,Male,10/01/1966,"Larraintzar, España",Defensivo,4-4-2,Campos de Sport de El Sardinero,9955.0,"Santander, España",David Gálvez,Guillermo Santiago,David Bernal Martín,Miguel González,David Pérez,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License
07690430,2022-01-19 21:30,Valencia,Sevilla,33.0,67.0,Pepe Bordalás,Male,06/04/1964,"Alicante, España",Defensivo,4-4-2,Lopetegui,Male,08/28/1966,"Asteasu, España",Táctico,4-3-3,Estadio de Mestalla,26049.0,"Valencia, España",César Soto,Roberto Alonso,Juan López,José Martínez,Xavi Estrada,La Liga,Male,2021-2022,FIFA Elite Referee Certification,,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification
07873dc8,2022-02-12 16:15,Villarreal,Real Madrid,44.0,56.0,Unai Emery,Male,11/03/1971,"Hondarribia, España",Pragmático,4-2-3-1,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Estadio de la Cerámica,17894.0,"Villarreal, España",José Sánchez,Raúl Cabañero,José Gallego,Alonso De Ena Wolf,Ignacio Iglesias,La Liga,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
0792ae6b,2023-02-11 18:30,Sevilla,Mallorca,64.0,36.0,Jorge Sampaoli,Male,03/13/1960,"Casilda, Argentina",Ofensivo,4-3-3,Javier Aguirre,Male,12/01/1958,"Mexico City, México",Pragmático,4-4-2,Estadio Ramón Sánchez Pizjuán,35150.0,"Sevilla, España",Javier Villanueva,Jorge Bueno,Antonio Cerezo,José García,Antonio Matéu,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
079d34c6,2023-01-21 16:15,Ponferradina,Eibar,47.0,53.0,David Gallego,Male,06/17/1971,"Vilobí d'Onyar, España",Táctico,4-3-3,Gaizka Garitano,Male,07/09/1975,"Bergara, España",Defensivo,4-2-3-1,Estadio El Toralín,5701.0,"Ponferrada, España",Luis Milla,Roberto Tejero,Iván Ríos,Álvaro López,Daniel Ocón,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification
079f8835,2024-02-04 12:00,Eibar,Real Sociedad,37.0,63.0,Yerai Martín,Male,09/19/1983,"Las Palmas de Gran Canaria, España",Pragmático,4-3-3,Natalia Arroyo,Female,02/22/1986,"Madrid, España",Táctico,4-4-2,Estadio Municipal de Ipurúa,,"Eibar, España",Alicia Espinosa Ríos,,,Ivan Herceg,,Liga F,Female,2023-2024,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
07a0e94e,2022-01-22 16:00,Zaragoza,Valladolid,52.0,48.0,Juan Ignacio Martínez,Male,02/17/1964,"Cieza, España",Táctico,4-4-2,Pacheta,Male,08/01/1968,"Salamanca, España",Defensivo,4-4-2,Estadio de la Romareda,14795.0,"Zaragoza, España",Jon González,David Pérez,Aitor Moleón,Carlos  Calderiña,Víctor Areces,Segunda División,Male,2021-2022,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
07d88f5d,2023-11-12 18:30,Huesca,Espanyol,58.0,42.0,Antonio Hidalgo,Male,01/21/1981,"La Línea de la Concepción, España",Táctico,4-3-3,Ramis,Male,07/09/1970,"Maó, España",Defensivo,4-4-2,Estadio El Alcoraz,7303.0,"Huesca, España",Andrés Fuentes,Carlos Martinez Caballero,Álvaro Carreño,José García,Aitor Gorostegui,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification
